OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0005111,4-Feb-17,7-Feb-17,47,Export,AUD,AXW291,96,1,6,5862.5,2872.625,35175
SO - 0005435,4-Feb-17,20-Feb-17,46,Wholesale,AUD,AXW291,7,11,5,3370.1,2527.575,16850.5
SO - 0005542,4-Feb-17,9-Feb-17,7,Distributor,USD,AXW291,7,7,8,1045.2,710.736,8361.6
SO - 0005697,4-Feb-17,9-Feb-17,43,Distributor,GBP,AXW291,80,13,10,1983.2,1189.92,19832
SO - 0007647,4-Feb-17,19-Feb-17,29,Wholesale,USD,AXW291,38,1,8,984.9,827.316,7879.2
SO - 0007882,4-Feb-17,14-Feb-17,43,Distributor,NZD,AXW291,47,5,6,931.3,791.605,5587.8
SO - 0001838,5-Feb-17,11-Feb-17,30,Wholesale,NZD,AXW291,12,12,10,2566.1,1950.236,25661
SO - 0002093,5-Feb-17,15-Feb-17,24,Export,NZD,AXW291,12,2,9,6391.8,3323.736,57526.2
SO - 0004159,5-Feb-17,19-Feb-17,3,Wholesale,GBP,AXW291,18,2,6,194.3,97.15,1165.8
SO - 0004551,5-Feb-17,18-Feb-17,42,Wholesale,NZD,AXW291,5,1,9,1775.5,1154.075,15979.5
SO - 0005551,5-Feb-17,14-Feb-17,22,Distributor,USD,AXW291,72,14,8,2499.1,1774.361,19992.8
SO - 0006056,5-Feb-17,17-Feb-17,4,Wholesale,NZD,AXW291,54,5,10,3075.3,1722.168,30753
SO - 0007390,5-Feb-17,22-Feb-17,4,Wholesale,AUD,AXW291,57,5,9,3939.6,2718.324,35456.4
SO - 0001213,6-Feb-17,14-Feb-17,23,Distributor,AUD,AXW291,22,11,12,2659.9,2154.519,31918.8
SO - 0002848,6-Feb-17,15-Feb-17,22,Wholesale,AUD,AXW291,47,11,5,5078.6,3351.876,25393
SO - 0004421,6-Feb-17,24-Feb-17,13,Distributor,USD,AXW291,75,1,7,227.8,113.9,1594.6
SO - 0006310,6-Feb-17,13-Feb-17,21,Wholesale,USD,AXW291,76,2,7,2546,1196.62,17822
SO - 0006805,6-Feb-17,17-Feb-17,48,Export,NZD,AXW291,40,7,11,2385.2,1765.048,26237.2
SO - 0001971,7-Feb-17,19-Feb-17,26,Distributor,EUR,AXW291,91,2,10,3155.7,1262.28,31557
SO - 0004473,7-Feb-17,24-Feb-17,5,Export,NZD,AXW291,75,12,10,234.5,171.185,2345
SO - 0005011,7-Feb-17,25-Feb-17,17,Wholesale,NZD,AXW291,9,14,10,1005,592.95,10050
SO - 0007907,7-Feb-17,10-Feb-17,33,Distributor,USD,AXW291,64,1,11,3289.7,2204.099,36186.7
SO - 000646,8-Feb-17,14-Feb-17,36,Distributor,USD,AXW291,72,5,11,1902.8,1084.596,20930.8
SO - 0001557,8-Feb-17,13-Feb-17,15,Distributor,NZD,AXW291,2,11,8,670,475.7,5360
SO - 0002749,8-Feb-17,18-Feb-17,37,Distributor,NZD,AXW291,44,13,10,1098.8,879.04,10988
SO - 0003066,8-Feb-17,24-Feb-17,38,Wholesale,NZD,AXW291,41,11,12,180.9,117.585,2170.8
SO - 0004179,8-Feb-17,23-Feb-17,48,Distributor,AUD,AXW291,28,2,11,3289.7,1348.777,36186.7
SO - 0007133,8-Feb-17,11-Feb-17,1,Wholesale,USD,AXW291,99,5,8,1226.1,956.358,9808.8
SO - 0007242,8-Feb-17,13-Feb-17,39,Wholesale,AUD,AXW291,81,7,12,1239.5,805.675,14874
SO - 0007526,8-Feb-17,12-Feb-17,43,Wholesale,USD,AXW291,70,1,11,5246.1,3042.738,57707.1
SO - 0001162,9-Feb-17,18-Feb-17,25,Export,NZD,AXW291,42,7,6,6331.5,2532.6,37989
SO - 0002309,9-Feb-17,26-Feb-17,27,Wholesale,AUD,AXW291,74,2,12,1078.7,733.516,12944.4
SO - 0002850,9-Feb-17,12-Feb-17,28,Wholesale,AUD,AXW291,28,1,12,3899.4,2261.652,46792.8
SO - 0006973,9-Feb-17,27-Feb-17,3,Wholesale,NZD,AXW291,36,3,12,1132.3,849.225,13587.6
SO - 0007549,9-Feb-17,15-Feb-17,44,Wholesale,NZD,AXW291,44,5,9,817.4,531.31,7356.6
SO - 0001584,10-Feb-17,15-Feb-17,11,Export,AUD,AXW291,95,14,8,187.6,78.792,1500.8
SO - 0003636,10-Feb-17,27-Feb-17,30,Wholesale,EUR,AXW291,13,11,11,1822.4,1530.816,20046.4
SO - 0004707,10-Feb-17,24-Feb-17,11,Export,USD,AXW291,65,13,9,1085.4,716.364,9768.6
SO - 0004809,10-Feb-17,23-Feb-17,9,Wholesale,GBP,AXW291,35,13,12,2385.2,1311.86,28622.4
SO - 0005544,10-Feb-17,26-Feb-17,23,Wholesale,USD,AXW291,11,7,11,5788.8,4457.376,63676.8
SO - 0006144,10-Feb-17,20-Feb-17,50,Wholesale,NZD,AXW291,19,6,8,2345,1735.3,18760
SO - 0007214,10-Feb-17,20-Feb-17,29,Distributor,USD,AXW291,8,8,8,1929.6,1196.352,15436.8
SO - 0007852,10-Feb-17,15-Feb-17,3,Wholesale,NZD,AXW291,44,2,9,1956.4,1604.248,17607.6
SO - 0007898,10-Feb-17,25-Feb-17,32,Wholesale,USD,AXW291,96,6,6,261.3,104.52,1567.8
SO - 000725,11-Feb-17,14-Feb-17,26,Wholesale,EUR,AXW291,55,12,9,2512.5,1658.25,22612.5
SO - 0001060,11-Feb-17,20-Feb-17,4,Wholesale,NZD,AXW291,50,9,12,1139,740.35,13668
SO - 0005348,11-Feb-17,16-Feb-17,32,Export,NZD,AXW291,98,11,5,1192.6,477.04,5963
SO - 0007196,11-Feb-17,15-Feb-17,48,Export,USD,AXW291,22,12,7,174.2,128.908,1219.4
SO - 0007814,11-Feb-17,20-Feb-17,43,Distributor,NZD,AXW291,38,7,9,6338.2,3993.066,57043.8
SO - 0001176,12-Feb-17,21-Feb-17,50,Distributor,NZD,AXW291,40,1,9,234.5,161.805,2110.5
SO - 0001475,12-Feb-17,24-Feb-17,16,Wholesale,USD,AXW291,29,1,8,1306.5,940.68,10452
SO - 0003293,12-Feb-17,19-Feb-17,15,Wholesale,AUD,AXW291,51,13,9,3618,2858.22,32562
SO - 0003713,12-Feb-17,28-Feb-17,27,Wholesale,EUR,AXW291,14,1,6,3999.9,2279.943,23999.4
SO - 0005703,12-Feb-17,22-Feb-17,10,Wholesale,NZD,AXW291,52,13,9,1078.7,571.711,9708.3
SO - 0006114,12-Feb-17,1-Mar-17,27,Wholesale,EUR,AXW291,97,5,5,3953,3360.05,19765
SO - 0006193,12-Feb-17,19-Feb-17,18,Distributor,USD,AXW291,56,5,10,3999.9,2679.933,39999
SO - 000663,13-Feb-17,25-Feb-17,32,Wholesale,AUD,AXW291,91,1,11,971.5,592.615,10686.5
SO - 0002379,13-Feb-17,17-Feb-17,39,Wholesale,GBP,AXW291,66,6,5,3999.9,2519.937,19999.5
SO - 0003370,13-Feb-17,19-Feb-17,26,Distributor,NZD,AXW291,45,2,10,1835.8,1523.714,18358
SO - 0003858,13-Feb-17,18-Feb-17,27,Export,USD,AXW291,70,2,12,3644.8,2842.944,43737.6
SO - 0005639,13-Feb-17,20-Feb-17,1,Export,USD,AXW291,7,3,5,227.8,186.796,1139
SO - 0006636,13-Feb-17,24-Feb-17,40,Distributor,NZD,AXW291,76,5,7,241.2,178.488,1688.4
SO - 0007447,13-Feb-17,17-Feb-17,15,Distributor,NZD,AXW291,71,9,9,5071.9,4311.115,45647.1
SO - 0002732,14-Feb-17,22-Feb-17,23,Distributor,NZD,AXW291,50,13,8,2546,2062.26,20368
SO - 0003117,14-Feb-17,3-Mar-17,49,Distributor,USD,AXW291,16,5,7,6438.7,4120.768,45070.9
SO - 0004490,14-Feb-17,27-Feb-17,18,Distributor,NZD,AXW291,23,13,5,3095.4,2631.09,15477
SO - 0004541,14-Feb-17,28-Feb-17,4,Wholesale,NZD,AXW291,33,1,10,1782.2,1069.32,17822
SO - 0005324,14-Feb-17,24-Feb-17,50,Wholesale,NZD,AXW291,79,2,5,971.5,641.19,4857.5
SO - 0005410,14-Feb-17,20-Feb-17,40,Wholesale,NZD,AXW291,6,9,11,5045.1,3279.315,55496.1
SO - 0005478,14-Feb-17,23-Feb-17,8,Export,USD,AXW291,52,1,10,1031.8,453.992,10318
SO - 0005850,14-Feb-17,4-Mar-17,3,Export,EUR,AXW291,76,13,8,3919.5,2665.26,31356
SO - 0005989,14-Feb-17,17-Feb-17,35,Distributor,NZD,AXW291,81,1,6,864.3,380.292,5185.8
SO - 0007424,14-Feb-17,27-Feb-17,6,Wholesale,NZD,AXW291,33,7,7,730.3,496.604,5112.1
SO - 0007677,14-Feb-17,4-Mar-17,10,Wholesale,USD,AXW291,98,1,11,998.3,419.286,10981.3
SO - 000969,15-Feb-17,4-Mar-17,33,Wholesale,USD,AXW291,81,1,12,2284.7,1713.525,27416.4
SO - 0004264,15-Feb-17,20-Feb-17,17,Wholesale,EUR,AXW291,68,5,12,3865.9,1739.655,46390.8
SO - 0005254,15-Feb-17,27-Feb-17,35,Wholesale,NZD,AXW291,91,10,6,1969.8,1181.88,11818.8
SO - 0007985,15-Feb-17,24-Feb-17,7,Distributor,NZD,AXW291,88,9,8,884.4,512.952,7075.2
SO - 0008008,15-Feb-17,1-Mar-17,25,Wholesale,NZD,AXW291,42,1,11,6210.9,3540.213,68319.9
SO - 000625,16-Feb-17,2-Mar-17,39,Wholesale,AUD,AXW291,13,7,5,1882.7,1430.852,9413.5
SO - 000801,16-Feb-17,21-Feb-17,33,Wholesale,NZD,AXW291,96,2,5,1065.3,671.139,5326.5
SO - 0002933,16-Feb-17,25-Feb-17,40,Distributor,NZD,AXW291,80,1,6,180.9,151.956,1085.4
SO - 0003533,16-Feb-17,21-Feb-17,5,Distributor,NZD,AXW291,70,11,12,884.4,725.208,10612.8
SO - 0004466,16-Feb-17,2-Mar-17,10,Wholesale,NZD,AXW291,41,9,8,174.2,85.358,1393.6
SO - 0006673,16-Feb-17,4-Mar-17,32,Wholesale,USD,AXW291,2,7,5,2599.6,1637.748,12998
SO - 000799,17-Feb-17,2-Mar-17,13,Wholesale,USD,AXW291,17,7,11,3832.4,2835.976,42156.4
SO - 0001183,17-Feb-17,23-Feb-17,45,Distributor,NZD,AXW291,17,7,8,3979.8,2865.456,31838.4
SO - 0001224,17-Feb-17,25-Feb-17,42,Wholesale,NZD,AXW291,51,5,8,2492.4,1370.82,19939.2
SO - 0002407,17-Feb-17,25-Feb-17,12,Wholesale,AUD,AXW291,41,7,9,227.8,179.962,2050.2
SO - 0002925,17-Feb-17,24-Feb-17,7,Distributor,USD,AXW291,11,5,9,5172.4,3103.44,46551.6
SO - 0003100,17-Feb-17,26-Feb-17,45,Export,EUR,AXW291,28,12,5,3886,3108.8,19430
SO - 0004350,17-Feb-17,2-Mar-17,41,Distributor,NZD,AXW291,65,13,6,1125.6,607.824,6753.6
SO - 0004730,17-Feb-17,3-Mar-17,45,Export,USD,AXW291,85,2,7,1855.9,760.919,12991.3
SO - 0004827,17-Feb-17,1-Mar-17,14,Distributor,GBP,AXW291,50,11,11,180.9,123.012,1989.9
SO - 0005417,17-Feb-17,5-Mar-17,24,Wholesale,USD,AXW291,19,11,10,3953,2411.33,39530
SO - 0005790,17-Feb-17,24-Feb-17,5,Wholesale,NZD,AXW291,90,7,5,2371.8,1565.388,11859
SO - 0006971,17-Feb-17,28-Feb-17,20,Wholesale,NZD,AXW291,38,2,10,221.1,119.394,2211
SO - 000111,18-Feb-17,6-Mar-17,21,Export,USD,AXW291,33,1,12,201,124.62,2412
SO - 000267,18-Feb-17,22-Feb-17,16,Wholesale,USD,AXW291,78,13,6,1005,502.5,6030
SO - 000838,18-Feb-17,28-Feb-17,3,Distributor,NZD,AXW291,22,11,8,1809,1465.29,14472
SO - 0002259,18-Feb-17,4-Mar-17,2,Wholesale,USD,AXW291,45,11,12,1031.8,433.356,12381.6
SO - 0003714,18-Feb-17,6-Mar-17,32,Distributor,USD,AXW291,24,2,11,1192.6,536.67,13118.6
SO - 0003802,18-Feb-17,23-Feb-17,24,Wholesale,USD,AXW291,88,2,9,877.7,438.85,7899.3
SO - 0004306,18-Feb-17,23-Feb-17,29,Distributor,USD,AXW291,62,2,7,2499.1,1024.631,17493.7
SO - 0004457,18-Feb-17,23-Feb-17,17,Distributor,USD,AXW291,38,1,6,1835.8,1413.566,11014.8
SO - 0004480,18-Feb-17,27-Feb-17,10,Wholesale,NZD,AXW291,39,7,7,3946.3,2920.262,27624.1
SO - 0004875,18-Feb-17,22-Feb-17,39,Wholesale,AUD,AXW291,87,7,11,268,131.32,2948
SO - 0006191,18-Feb-17,1-Mar-17,2,Wholesale,USD,AXW291,59,6,9,1105.5,807.015,9949.5
SO - 0006976,18-Feb-17,22-Feb-17,14,Wholesale,NZD,AXW291,94,7,9,5293,3334.59,47637
SO - 0007439,18-Feb-17,8-Mar-17,9,Distributor,AUD,AXW291,52,8,5,3028.4,1907.892,15142
SO - 0007979,18-Feb-17,4-Mar-17,44,Distributor,EUR,AXW291,34,7,7,6398.5,4542.935,44789.5
SO - 000150,19-Feb-17,7-Mar-17,20,Wholesale,USD,AXW291,87,5,5,3638.1,1455.24,18190.5
SO - 0001059,19-Feb-17,7-Mar-17,16,Wholesale,GBP,AXW291,26,1,11,167.5,123.95,1842.5
SO - 0002017,19-Feb-17,23-Feb-17,45,Wholesale,USD,AXW291,26,5,9,1031.8,412.72,9286.2
SO - 0002995,19-Feb-17,24-Feb-17,16,Distributor,GBP,AXW291,18,9,10,1936.3,929.424,19363
SO - 0005244,19-Feb-17,8-Mar-17,43,Wholesale,NZD,AXW291,35,1,10,1038.5,737.335,10385
SO - 0006516,19-Feb-17,4-Mar-17,6,Distributor,NZD,AXW291,1,11,6,1956.4,1447.736,11738.4
SO - 0006580,19-Feb-17,7-Mar-17,26,Distributor,USD,AXW291,75,11,8,2881,2189.56,23048
SO - 0007195,19-Feb-17,9-Mar-17,25,Export,NZD,AXW291,85,13,6,864.3,726.012,5185.8
SO - 0007423,19-Feb-17,24-Feb-17,49,Distributor,USD,AXW291,28,11,7,857.6,445.952,6003.2
SO - 0007613,19-Feb-17,9-Mar-17,32,Distributor,GBP,AXW291,71,13,6,268,152.76,1608
SO - 0001321,20-Feb-17,10-Mar-17,29,Wholesale,NZD,AXW291,41,5,6,2412,2001.96,14472
SO - 0001660,20-Feb-17,10-Mar-17,45,Distributor,USD,AXW291,82,11,6,1058.6,719.848,6351.6
SO - 0006677,20-Feb-17,6-Mar-17,18,Wholesale,NZD,AXW291,75,1,9,958.1,699.413,8622.9
SO - 000343,21-Feb-17,7-Mar-17,35,Wholesale,AUD,AXW291,44,1,11,6391.8,4793.85,70309.8
SO - 0003430,21-Feb-17,7-Mar-17,24,Wholesale,USD,AXW291,8,2,8,1782.2,1354.472,14257.6
SO - 0005566,21-Feb-17,5-Mar-17,1,Distributor,USD,AXW291,42,10,8,174.2,142.844,1393.6
SO - 0006014,21-Feb-17,1-Mar-17,26,Distributor,NZD,AXW291,34,11,7,180.9,86.832,1266.3
SO - 0006954,21-Feb-17,5-Mar-17,39,Distributor,AUD,AXW291,72,5,8,978.2,616.266,7825.6
SO - 0007510,21-Feb-17,7-Mar-17,33,Wholesale,USD,AXW291,32,9,9,3035.1,1335.444,27315.9
SO - 0001449,22-Feb-17,6-Mar-17,11,Wholesale,EUR,AXW291,80,13,6,6532.5,5487.3,39195
SO - 0001754,22-Feb-17,2-Mar-17,45,Distributor,NZD,AXW291,16,11,11,1159.1,904.098,12750.1
SO - 0006578,22-Feb-17,28-Feb-17,28,Wholesale,USD,AXW291,60,9,10,1072,761.12,10720
SO - 0007992,22-Feb-17,5-Mar-17,18,Export,AUD,AXW291,96,8,12,1983.2,1566.728,23798.4
SO - 0008012,22-Feb-17,2-Mar-17,38,Distributor,NZD,AXW291,25,6,8,1802.3,1117.426,14418.4
SO - 0008043,22-Feb-17,28-Feb-17,25,Wholesale,AUD,AXW291,94,2,8,268,142.04,2144
SO - 000548,23-Feb-17,26-Feb-17,31,Wholesale,USD,AXW291,12,1,10,207.7,135.005,2077
SO - 0001615,23-Feb-17,4-Mar-17,47,Wholesale,NZD,AXW291,99,5,9,3577.8,1431.12,32200.2
SO - 0001911,23-Feb-17,5-Mar-17,43,Distributor,USD,AXW291,64,13,5,2579.5,1625.085,12897.5
SO - 0002751,23-Feb-17,27-Feb-17,1,Wholesale,USD,AXW291,60,5,7,944.7,547.926,6612.9
SO - 0003993,23-Feb-17,3-Mar-17,13,Wholesale,USD,AXW291,91,11,12,3825.7,2907.532,45908.4
SO - 0005438,23-Feb-17,1-Mar-17,37,Distributor,USD,AXW291,58,5,6,944.7,699.078,5668.2
SO - 0007902,23-Feb-17,11-Mar-17,37,Distributor,NZD,AXW291,25,5,10,5299.7,3444.805,52997
SO - 000402,24-Feb-17,1-Mar-17,43,Distributor,USD,AXW291,87,1,7,3993.2,3234.492,27952.4
SO - 0001117,24-Feb-17,4-Mar-17,11,Wholesale,USD,AXW291,8,7,12,3953,2964.75,47436
SO - 0002341,24-Feb-17,2-Mar-17,38,Distributor,NZD,AXW291,44,9,8,227.8,104.788,1822.4
SO - 0005020,24-Feb-17,3-Mar-17,21,Distributor,USD,AXW291,76,11,8,884.4,548.328,7075.2
SO - 0005107,24-Feb-17,9-Mar-17,7,Distributor,EUR,AXW291,25,8,10,1045.2,501.696,10452
SO - 0005318,24-Feb-17,3-Mar-17,9,Distributor,NZD,AXW291,38,1,6,1085.4,445.014,6512.4
SO - 0006061,24-Feb-17,13-Mar-17,7,Wholesale,AUD,AXW291,40,2,7,3845.8,2768.976,26920.6
SO - 0006479,24-Feb-17,6-Mar-17,48,Distributor,NZD,AXW291,53,13,11,268,112.56,2948
SO - 0007959,24-Feb-17,8-Mar-17,48,Export,USD,AXW291,28,8,6,2378.5,1522.24,14271
SO - 0001024,25-Feb-17,2-Mar-17,40,Wholesale,USD,AXW291,59,2,12,3530.9,2577.557,42370.8
SO - 0001772,25-Feb-17,2-Mar-17,32,Wholesale,NZD,AXW291,21,5,10,1118.9,503.505,11189
SO - 0003067,25-Feb-17,9-Mar-17,3,Wholesale,AUD,AXW291,8,7,6,1038.5,467.325,6231
SO - 0004773,25-Feb-17,12-Mar-17,34,Distributor,USD,AXW291,90,5,8,1862.6,1229.316,14900.8
SO - 0006192,25-Feb-17,14-Mar-17,28,Export,NZD,AXW291,12,13,7,2458.9,1032.738,17212.3
SO - 0008005,25-Feb-17,14-Mar-17,29,Distributor,NZD,AXW291,66,7,11,2847.5,1395.275,31322.5
SO - 0001121,26-Feb-17,15-Mar-17,31,Distributor,NZD,AXW291,91,1,6,6117.1,4343.141,36702.6
SO - 0001160,26-Feb-17,9-Mar-17,41,Distributor,NZD,AXW291,24,3,5,3819,3055.2,19095
SO - 0002442,26-Feb-17,5-Mar-17,18,Distributor,GBP,AXW291,95,2,9,2304.8,1936.032,20743.2
SO - 0002809,26-Feb-17,7-Mar-17,48,Wholesale,USD,AXW291,85,13,6,1809,922.59,10854
SO - 0003361,26-Feb-17,11-Mar-17,50,Export,EUR,AXW291,45,7,12,3953,3241.46,47436
SO - 0004793,26-Feb-17,2-Mar-17,11,Distributor,GBP,AXW291,50,1,12,1795.6,897.8,21547.2
SO - 0006871,26-Feb-17,8-Mar-17,25,Wholesale,AUD,AXW291,77,12,10,1132.3,690.703,11323
SO - 0007359,26-Feb-17,5-Mar-17,42,Wholesale,AUD,AXW291,84,1,9,2793.9,2039.547,25145.1
SO - 000123,27-Feb-17,5-Mar-17,40,Distributor,GBP,AXW291,39,13,6,3979.8,3064.446,23878.8
SO - 000886,27-Feb-17,3-Mar-17,8,Distributor,NZD,AXW291,20,11,10,1219.4,951.132,12194
SO - 0001382,27-Feb-17,2-Mar-17,39,Distributor,USD,AXW291,33,7,6,3899.4,2417.628,23396.4
SO - 0001815,27-Feb-17,14-Mar-17,8,Wholesale,GBP,AXW291,42,1,9,1125.6,821.688,10130.4
SO - 0002426,27-Feb-17,6-Mar-17,21,Distributor,GBP,AXW291,16,11,11,268,227.8,2948
SO - 0003625,27-Feb-17,7-Mar-17,29,Wholesale,NZD,AXW291,62,7,10,1038.5,841.185,10385
SO - 0005271,27-Feb-17,6-Mar-17,44,Wholesale,AUD,AXW291,10,7,11,1701.8,1276.35,18719.8
SO - 0007894,27-Feb-17,9-Mar-17,29,Distributor,NZD,AXW291,21,7,9,1125.6,866.712,10130.4
SO - 000664,28-Feb-17,6-Mar-17,42,Wholesale,USD,AXW291,70,9,10,1118.9,727.285,11189
SO - 000888,28-Feb-17,4-Mar-17,50,Wholesale,NZD,AXW291,51,7,11,174.2,80.132,1916.2
SO - 0001586,28-Feb-17,18-Mar-17,43,Distributor,USD,AXW291,19,12,11,3912.8,3091.112,43040.8
SO - 0001617,28-Feb-17,13-Mar-17,4,Wholesale,NZD,AXW291,100,3,8,247.9,99.16,1983.2
SO - 0001623,28-Feb-17,3-Mar-17,21,Export,AUD,AXW291,48,2,12,5239.4,2619.7,62872.8
SO - 0002188,28-Feb-17,17-Mar-17,13,Wholesale,GBP,AXW291,1,9,11,194.3,126.295,2137.3
SO - 0005900,28-Feb-17,9-Mar-17,5,Distributor,NZD,AXW291,43,11,6,5936.2,2849.376,35617.2
SO - 0006610,28-Feb-17,13-Mar-17,26,Wholesale,USD,AXW291,29,5,10,1105.5,795.96,11055
SO - 0006656,28-Feb-17,8-Mar-17,19,Wholesale,NZD,AXW291,76,12,8,844.2,641.592,6753.6
SO - 0007202,28-Feb-17,18-Mar-17,19,Wholesale,NZD,AXW291,90,11,9,911.2,583.168,8200.8
SO - 0007723,28-Feb-17,6-Mar-17,50,Wholesale,NZD,AXW291,83,13,8,2854.2,1712.52,22833.6
SO - 000196,1-Mar-17,18-Mar-17,5,Export,NZD,AXW291,18,7,9,187.6,144.452,1688.4
SO - 0001376,1-Mar-17,16-Mar-17,20,Wholesale,USD,AXW291,11,7,12,3939.6,1575.84,47275.2
SO - 0002265,1-Mar-17,18-Mar-17,33,Wholesale,AUD,AXW291,2,7,11,1078.7,528.563,11865.7
SO - 0002393,1-Mar-17,9-Mar-17,46,Distributor,NZD,AXW291,16,11,7,2331.6,1841.964,16321.2
SO - 0002828,1-Mar-17,10-Mar-17,1,Wholesale,USD,AXW291,38,7,9,1956.4,860.816,17607.6
SO - 0004011,1-Mar-17,15-Mar-17,13,Wholesale,NZD,AXW291,19,7,6,884.4,689.832,5306.4
SO - 0004209,1-Mar-17,9-Mar-17,44,Wholesale,AUD,AXW291,98,5,10,3899.4,2924.55,38994
SO - 0004220,1-Mar-17,10-Mar-17,33,Export,USD,AXW291,88,2,7,2673.3,1122.786,18713.1
SO - 0004964,1-Mar-17,12-Mar-17,5,Export,AUD,AXW291,59,13,5,6164,4129.88,30820
SO - 0005255,1-Mar-17,13-Mar-17,13,Wholesale,USD,AXW291,73,1,5,1929.6,1485.792,9648
SO - 0005579,1-Mar-17,10-Mar-17,47,Distributor,AUD,AXW291,15,7,7,1058.6,899.81,7410.2
SO - 0006912,1-Mar-17,10-Mar-17,1,Distributor,USD,AXW291,26,5,10,3999.9,3359.916,39999
SO - 0007733,1-Mar-17,16-Mar-17,9,Distributor,AUD,AXW291,3,2,10,3195.9,1981.458,31959
SO - 0007854,1-Mar-17,19-Mar-17,41,Distributor,USD,AXW291,83,7,6,3115.5,1900.455,18693
SO - 0007878,1-Mar-17,12-Mar-17,45,Export,AUD,AXW291,79,1,12,5353.3,3211.98,64239.6
SO - 0008070,1-Mar-17,8-Mar-17,36,Distributor,NZD,AXW291,80,2,8,2298.1,988.183,18384.8
SO - 000118,2-Mar-17,9-Mar-17,30,Export,NZD,AXW291,34,13,12,984.9,393.96,11818.8
SO - 0001044,2-Mar-17,17-Mar-17,39,Distributor,NZD,AXW291,46,1,9,5272.9,3005.553,47456.1
SO - 0001157,2-Mar-17,11-Mar-17,9,Export,NZD,AXW291,56,7,12,2237.8,1118.9,26853.6
SO - 0001307,2-Mar-17,13-Mar-17,33,Export,USD,AXW291,81,9,12,6371.7,4460.19,76460.4
SO - 0002403,2-Mar-17,15-Mar-17,25,Distributor,USD,AXW291,57,14,12,884.4,619.08,10612.8
SO - 0003810,2-Mar-17,18-Mar-17,8,Wholesale,USD,AXW291,21,1,12,3946.3,1617.983,47355.6
SO - 0004704,2-Mar-17,18-Mar-17,2,Distributor,USD,AXW291,21,5,8,1212.7,933.779,9701.6
SO - 0005994,2-Mar-17,9-Mar-17,26,Wholesale,AUD,AXW291,37,7,9,1862.6,1564.584,16763.4
SO - 0006121,2-Mar-17,8-Mar-17,20,Distributor,NZD,AXW291,58,2,10,1038.5,571.175,10385
SO - 0007579,2-Mar-17,20-Mar-17,25,Wholesale,NZD,AXW291,35,11,12,931.3,651.91,11175.6
SO - 000821,3-Mar-17,20-Mar-17,11,Distributor,NZD,AXW291,53,7,9,247.9,151.219,2231.1
SO - 000962,3-Mar-17,17-Mar-17,24,Wholesale,NZD,AXW291,43,2,9,837.5,644.875,7537.5
SO - 0001352,3-Mar-17,14-Mar-17,9,Wholesale,GBP,AXW291,58,5,11,1721.9,792.074,18940.9
SO - 0004064,3-Mar-17,12-Mar-17,16,Distributor,NZD,AXW291,6,2,8,6559.3,4132.359,52474.4
SO - 0004341,3-Mar-17,16-Mar-17,29,Distributor,AUD,AXW291,55,1,6,3986.5,3109.47,23919
SO - 0005931,3-Mar-17,11-Mar-17,17,Wholesale,NZD,AXW291,21,9,11,1139,933.98,12529
SO - 0002182,4-Mar-17,13-Mar-17,12,Distributor,NZD,AXW291,97,1,6,1025.1,563.805,6150.6
SO - 0003242,4-Mar-17,17-Mar-17,40,Wholesale,AUD,AXW291,94,11,7,2827.4,1781.262,19791.8
SO - 0004195,4-Mar-17,18-Mar-17,21,Distributor,EUR,AXW291,100,4,10,3986.5,2710.82,39865
SO - 0006316,4-Mar-17,10-Mar-17,22,Wholesale,NZD,AXW291,84,1,6,1319.9,989.925,7919.4
SO - 0007023,4-Mar-17,14-Mar-17,34,Distributor,NZD,AXW291,41,7,12,1118.9,626.584,13426.8
SO - 000627,5-Mar-17,17-Mar-17,33,Wholesale,NZD,AXW291,81,1,6,207.7,135.005,1246.2
SO - 0001070,5-Mar-17,17-Mar-17,14,Distributor,USD,AXW291,99,11,5,3932.9,2910.346,19664.5
SO - 0001149,5-Mar-17,14-Mar-17,39,Distributor,EUR,AXW291,26,1,12,1085.4,759.78,13024.8
SO - 0001151,5-Mar-17,13-Mar-17,4,Wholesale,USD,AXW291,18,11,10,2907.8,2180.85,29078
SO - 0002405,5-Mar-17,23-Mar-17,23,Wholesale,NZD,AXW291,70,2,7,964.8,694.656,6753.6
SO - 0003950,5-Mar-17,22-Mar-17,43,Wholesale,NZD,AXW291,2,4,12,978.2,528.228,11738.4
SO - 0005004,5-Mar-17,10-Mar-17,6,Wholesale,NZD,AXW291,34,7,11,5768.7,4557.273,63455.7
SO - 0005738,5-Mar-17,15-Mar-17,40,Export,GBP,AXW291,70,11,8,2479,1735.3,19832
SO - 0005956,5-Mar-17,17-Mar-17,21,Distributor,GBP,AXW291,12,2,7,3892.7,2452.401,27248.9
SO - 0006325,5-Mar-17,15-Mar-17,22,Export,USD,AXW291,11,6,5,1963.1,1138.598,9815.5
SO - 0006383,5-Mar-17,8-Mar-17,17,Wholesale,USD,AXW291,30,2,12,2659.9,2207.717,31918.8
SO - 0006760,5-Mar-17,20-Mar-17,5,Wholesale,AUD,AXW291,40,7,9,3095.4,1392.93,27858.6
